route_id,distance_km,speed_kmph,traffic_level,hour_of_day,day_of_week,previous_eta,actual_eta
1,16.05,36.82,Medium,14,6,32.93,31.71
2,27.18,48.05,Low,3,1,31.43,32.2
1,12.86,44.09,High,12,5,27.07,27.41
1,14.02,41.68,Low,23,0,18.6,20.47
2,22.68,44.15,High,6,5,50.03,48.08
2,20.67,40.71,Medium,12,0,37.39,38.33
2,22.64,50.28,High,16,5,41.78,44.52
3,31.96,50.91,Low,12,5,35.82,35.78
2,27.99,30.29,Low,22,3,57.12,54.83
1,14.5,33.25,High,3,4,37.42,40.29
3,39.76,48.36,Low,1,0,48.55,48.46
1,13.68,37.55,High,11,0,34.1,35.6
2,22.18,39.13,High,16,3,53.39,56.25
1,13.24,45.07,Medium,9,4,24.41,23.09
3,37.0,46.09,High,9,1,74.36,75.21
3,38.72,49.33,Medium,10,4,57.23,59.15
2,22.71,32.47,Medium,7,3,48.64,50.91
1,15.0,44.58,Medium,16,3,23.05,24.72
1,13.14,38.89,Low,13,2,22.25,21.48
3,39.73,31.41,High,11,3,126.14,123.23
3,43.84,33.42,Medium,19,6,97.21,96.51
1,16.09,36.12,Low,4,6,23.81,25.03
3,30.11,29.29,Low,15,1,62.11,63.2
2,29.45,52.79,Medium,7,3,40.28,41.79
3,30.05,52.87,Low,6,0,34.2,34.56
3,33.32,31.03,High,4,2,105.34,104.08
3,30.71,48.25,High,19,6,63.12,60.23
2,27.53,37.45,Low,6,2,43.56,43.58
2,21.38,28.33,Low,20,1,46.81,43.82
2,26.39,40.02,Low,18,4,38.74,38.17
3,32.99,26.48,Low,6,0,75.81,72.9
2,25.49,40.32,High,2,6,57.91,60.82
1,15.19,40.01,Low,5,4,21.11,21.13
3,31.36,31.41,High,12,5,96.93,96.18
2,27.06,40.45,High,17,1,60.4,63.35
3,43.35,29.53,Medium,17,6,107.99,110.14
1,15.55,41.93,High,1,1,33.58,35.2
2,23.89,29.55,Low,22,5,49.23,47.56
1,16.19,45.57,Low,17,6,22.61,21.11
3,44.03,41.75,High,16,4,102.84,101.14
1,17.96,42.84,Low,3,5,24.43,23.8
2,21.32,43.94,Low,21,4,29.56,27.6
1,15.51,39.73,Medium,18,6,30.68,30.93
3,33.89,37.81,Medium,0,5,69.88,68.27
3,37.49,27.98,Low,3,2,78.16,79.84
1,17.69,34.59,Low,9,2,26.9,29.56
2,25.03,53.52,Medium,4,0,36.45,36.52
2,23.8,54.39,Low,13,6,27.01,25.04
3,42.04,26.03,Medium,9,0,117.81,120.63
1,13.69,48.37,Medium,18,3,19.15,20.22
3,33.4,35.97,Low,2,2,53.45,56.04
3,37.96,50.64,High,8,2,70.83,70.18
1,15.09,47.37,Low,2,0,18.34,18.6
1,12.28,46.98,Low,5,2,15.78,17.02
2,20.96,52.65,Medium,4,2,27.77,29.37
2,29.51,33.81,Low,5,0,50.42,52.96
3,40.64,37.41,Medium,6,5,78.1,80.91
2,24.42,53.6,Low,10,5,27.0,29.15
3,43.62,50.94,High,5,3,86.31,83.52
3,42.61,51.39,Low,5,2,48.72,51.53
3,33.12,44.14,Medium,4,2,59.9,57.95
2,25.76,50.34,High,18,5,51.78,50.33
3,42.93,53.51,Medium,11,3,62.81,60.16
2,20.88,27.28,Medium,22,6,56.98,56.18
2,26.0,48.96,Medium,17,4,42.58,40.26
1,14.17,38.06,Low,16,2,25.35,24.03
3,43.43,49.99,Medium,6,4,64.33,66.93
1,12.83,39.89,Medium,21,6,24.85,22.98
2,21.96,53.03,Medium,17,0,31.46,30.95
2,24.78,33.27,Medium,20,1,54.92,56.78
1,15.19,45.4,Medium,7,0,24.13,26.16
2,23.54,43.94,High,13,3,47.49,50.17
1,15.28,54.56,Low,7,6,14.88,15.8
3,38.62,51.52,Low,13,5,41.55,43.04
2,24.1,46.29,Low,8,5,32.85,31.1
3,38.66,48.78,Low,12,5,49.01,46.17
2,28.18,38.12,Medium,3,2,56.82,54.66
1,12.12,41.81,Medium,7,5,20.88,21.54
3,32.79,41.96,Low,11,5,45.67,45.3
2,28.11,45.34,Medium,10,6,47.15,45.79
3,37.71,33.39,Medium,10,3,85.48,85.96
1,12.33,45.47,Medium,11,0,22.12,22.24
3,35.52,30.62,Medium,18,1,86.31,88.9
2,24.05,25.06,Medium,12,2,71.65,72.45
3,36.85,35.11,Medium,5,0,78.91,78.46
1,16.29,54.9,Medium,23,6,21.14,22.0
2,25.34,25.28,High,2,2,97.37,95.25
1,17.06,53.05,High,18,2,30.25,29.51
2,28.56,30.57,Low,15,3,55.34,57.18
1,18.0,34.76,High,10,6,47.88,50.59
3,43.65,36.26,Medium,15,1,90.51,88.58
1,16.52,40.02,High,8,5,37.04,39.68
3,38.94,45.48,High,15,6,85.33,83.85
2,22.31,53.35,Medium,22,3,30.81,30.72
2,28.85,47.56,Low,23,3,37.59,35.7
3,31.65,34.31,High,16,0,84.66,86.7
2,22.88,25.01,Medium,8,3,68.12,69.3
2,22.39,45.89,Low,5,4,29.76,29.2
1,14.04,25.65,High,18,4,52.75,53.5
1,13.31,27.6,High,2,4,45.67,45.28
2,21.0,46.03,Medium,11,5,36.38,33.99
2,28.7,29.84,Medium,10,0,72.43,70.47
3,36.47,42.26,Low,5,5,51.56,50.01
3,38.9,51.96,High,6,5,69.22,70.33
1,14.23,39.25,Low,1,4,24.03,23.49
3,32.99,44.84,Medium,3,6,51.13,54.12
2,24.54,49.29,High,2,2,46.56,47.52
1,13.97,31.87,Low,22,2,27.42,27.39
1,16.4,35.24,Low,22,5,26.76,29.62
2,29.72,43.4,Medium,9,3,52.27,50.88
1,14.95,25.05,Medium,0,5,44.64,44.52
2,20.62,52.05,Medium,1,1,25.57,27.74
1,17.56,49.85,Low,15,6,21.28,19.5
2,28.0,44.77,High,4,6,56.44,58.82
1,12.36,44.64,Low,20,1,16.5,18.18
1,17.37,27.18,Low,2,2,36.82,38.32
2,25.92,36.53,High,9,4,70.41,69.64
3,37.72,28.68,High,10,5,125.21,126.14
2,21.22,26.02,High,9,1,77.47,78.5
1,12.59,54.69,Low,3,5,16.82,15.66
1,12.15,32.17,Medium,16,5,26.7,29.66
1,17.45,39.38,High,10,2,44.86,43.77
2,20.23,38.23,Low,7,1,31.99,29.78
1,14.98,33.43,High,19,0,42.34,43.47
1,12.87,53.4,Low,14,2,11.2,14.17
3,36.11,54.63,Low,20,0,39.75,39.5
2,26.73,27.13,Low,15,3,59.51,60.92
1,12.31,45.62,Low,11,3,16.91,14.81
3,44.12,53.65,Medium,21,1,65.87,62.96
2,21.35,46.32,Low,12,2,31.24,29.18
2,20.97,34.03,Low,20,2,36.83,37.91
3,30.43,33.14,Low,5,4,54.5,53.58
2,24.58,25.49,Medium,23,3,76.56,73.62
2,23.67,29.76,Low,0,0,43.39,45.78
1,12.6,53.71,High,7,5,22.14,20.95
1,13.6,32.72,Low,17,5,24.99,24.62
3,33.7,50.17,High,1,6,63.22,63.33
1,15.73,27.12,Medium,6,2,41.79,43.98
2,28.73,54.98,Medium,12,3,40.61,39.23
1,15.51,41.44,Low,9,6,20.59,21.48
1,17.2,36.4,Low,11,3,31.18,29.87
1,12.79,53.83,Medium,7,0,20.79,18.63
2,22.49,30.83,High,11,5,69.06,68.65
1,16.83,48.34,High,10,6,35.23,33.81
3,31.31,30.95,Low,6,2,58.09,60.97
2,29.49,30.21,Medium,22,5,72.63,73.95
2,28.7,54.48,Low,1,3,32.23,30.04
3,31.09,33.78,Medium,4,6,67.08,68.85
3,41.32,28.25,Medium,4,0,106.62,108.01
2,21.54,39.54,Medium,13,3,39.43,39.72
3,44.99,44.87,High,5,0,99.44,96.51
1,15.48,39.73,Medium,13,5,28.37,27.35
3,41.04,51.04,Low,4,4,50.19,49.78
1,15.46,51.84,Medium,3,5,20.12,21.65
2,26.16,41.97,Low,4,3,35.6,38.43
1,13.64,42.63,Medium,12,2,22.13,24.79
2,22.56,36.28,Medium,11,3,45.85,48.35
1,16.09,36.94,Low,1,4,29.11,27.12
2,20.78,54.25,Low,12,1,27.4,24.86
2,26.94,36.72,High,17,2,71.61,69.34
2,24.67,39.79,High,21,5,63.06,61.45
1,15.19,53.53,Low,16,4,15.14,15.4
3,31.18,35.56,High,18,0,80.37,83.08
2,21.01,32.12,High,17,4,62.01,63.97
1,14.36,37.57,Medium,14,0,26.89,28.81
1,12.54,29.73,Low,9,6,22.1,23.62
1,12.82,48.22,Low,11,0,17.79,17.07
2,27.13,46.07,High,16,0,59.79,58.38
3,40.9,51.96,Low,3,5,49.33,46.97
1,12.51,35.18,Medium,12,2,25.72,24.68
2,20.42,42.25,High,17,6,44.25,46.78
2,23.89,36.22,Medium,2,5,47.84,49.32
2,25.78,53.18,Medium,20,6,34.31,34.78
1,13.11,46.4,High,10,0,27.76,28.47
1,12.33,51.31,Low,15,0,16.36,15.64
1,17.6,41.54,Low,6,1,28.38,27.0
1,16.86,32.08,Low,9,0,35.12,33.28
2,24.81,52.06,Medium,11,4,35.78,35.4
1,13.73,52.8,High,18,4,25.77,23.95
2,28.69,50.51,Medium,18,6,38.02,40.62
1,17.23,35.16,Medium,17,0,36.72,37.61
3,40.5,35.56,Medium,16,2,86.38,83.92
1,15.65,44.83,Low,0,5,20.14,20.93
1,17.17,39.9,Medium,7,2,36.91,34.16
2,24.66,30.77,Medium,13,2,58.18,58.77
2,22.57,38.47,High,7,5,55.58,57.24
2,26.99,33.88,Low,3,5,44.19,46.76
3,33.9,29.19,Medium,1,6,89.88,88.4
2,22.18,40.99,Medium,20,0,40.32,39.89
3,38.71,49.93,Medium,22,2,59.74,58.42
1,17.53,28.84,High,9,5,58.83,58.05
1,15.97,44.29,Medium,4,1,26.15,27.09
3,43.86,32.45,Medium,7,2,100.83,101.09
2,28.61,35.99,Low,7,5,48.71,47.18
3,36.75,26.48,Medium,11,0,102.7,102.92
3,41.69,35.96,Low,13,4,69.81,69.92
3,36.75,37.06,Medium,11,4,73.66,73.19
3,33.92,26.84,Low,23,6,79.61,77.01
3,32.17,53.98,High,14,1,56.07,55.33
2,29.01,31.45,High,19,4,88.12,86.75
1,16.66,49.85,Low,13,2,21.3,20.6
2,27.02,27.43,Low,16,4,60.81,59.52
1,13.54,42.07,High,11,2,32.35,31.27
1,13.14,51.1,Low,15,2,11.94,13.93
3,36.25,26.32,Medium,18,2,106.25,104.92
3,38.84,53.83,Medium,10,2,55.77,54.22
1,15.52,37.2,Medium,7,0,35.42,33.19
3,33.52,35.85,High,13,5,88.89,89.27
2,24.62,35.79,Low,4,5,39.47,42.31
1,13.79,39.61,Low,20,5,21.08,21.47
3,35.59,25.16,Medium,21,1,104.03,105.93
3,39.65,52.49,Medium,11,5,58.32,57.84
2,23.77,27.79,High,12,6,84.38,83.02
2,22.48,35.85,Medium,11,5,46.33,47.99
2,29.59,51.43,Medium,1,6,42.57,41.22
2,27.01,30.27,Low,5,6,54.15,54.45
2,26.68,53.97,Low,2,6,28.94,29.08
3,32.51,35.34,High,17,1,88.7,89.28
2,24.06,32.75,Low,0,4,46.35,44.46
2,28.38,36.75,Low,6,4,43.7,44.53
1,15.03,43.92,Low,15,2,21.57,18.86
2,20.66,50.34,High,12,5,37.53,38.88
1,15.75,38.9,Medium,18,4,29.38,31.29
3,33.83,49.2,High,3,0,63.28,64.91
3,34.43,37.56,Medium,8,3,66.43,67.44
1,16.49,34.16,Medium,7,6,33.9,34.27
2,23.64,47.94,Low,23,3,31.99,29.72
3,35.85,33.83,High,15,5,100.43,100.66
3,38.61,29.05,High,3,3,126.41,126.23
3,43.34,31.64,High,19,1,132.96,132.0
3,34.87,33.99,High,2,0,95.85,96.58
1,14.12,34.85,Low,6,5,22.49,22.37
3,41.02,28.46,High,14,0,136.11,137.73
3,37.79,44.74,Medium,18,6,60.59,61.66
3,39.4,39.85,Low,21,3,60.6,57.89
3,32.77,53.28,High,4,0,61.84,59.75
1,14.39,41.84,Low,15,6,19.18,20.64
1,14.15,47.7,Low,20,3,20.63,19.42
1,13.17,48.97,Medium,2,3,18.81,20.9
1,12.26,42.87,High,21,4,27.31,25.47
3,34.34,50.45,Low,23,3,38.9,39.48
1,12.53,35.02,High,20,0,35.96,34.23
2,23.36,31.76,High,18,4,67.03,68.88
1,16.38,26.29,Low,15,2,38.95,36.4
2,28.19,32.39,High,8,0,83.06,81.89
2,27.36,27.63,High,7,3,94.5,96.34
3,31.11,51.7,Low,23,5,35.86,36.01
2,22.11,42.13,Medium,10,2,40.82,39.91
1,15.38,50.45,Low,13,1,17.55,18.46
2,25.17,46.19,Medium,3,3,41.23,41.93
1,17.24,28.65,Medium,4,5,46.3,45.27
3,32.53,33.73,Low,13,5,57.57,55.95
2,26.09,38.38,Medium,17,0,48.46,49.11
2,23.11,52.06,High,11,2,39.04,41.53
1,17.1,43.88,High,11,4,38.06,36.63
2,23.0,33.03,Low,5,2,41.38,41.54
1,16.86,43.2,Medium,23,4,29.03,31.02
2,24.96,36.54,Medium,13,6,49.19,52.14
1,16.81,35.24,Low,6,1,28.05,28.5
2,23.83,27.01,Low,11,0,53.78,51.94
1,15.58,47.87,Low,1,3,20.71,21.11
1,15.93,51.09,High,5,2,32.92,31.28
3,32.06,36.41,Low,12,5,53.67,53.73
2,21.83,51.32,High,13,0,40.06,40.93
2,29.11,52.08,Medium,23,5,37.94,40.93
3,39.83,49.74,Low,13,1,49.76,47.24
3,36.53,31.38,Low,21,5,68.35,70.97
1,16.19,33.76,Medium,22,5,35.19,35.92
1,15.26,28.8,High,4,3,53.31,51.84
1,12.96,54.66,High,22,3,21.26,23.2
3,33.79,33.7,Medium,18,3,78.77,76.53
2,25.98,39.36,High,14,0,62.96,61.87
2,28.83,36.63,Low,13,5,45.48,46.89
3,38.36,38.37,Medium,23,2,77.3,74.54
2,22.68,37.65,Low,14,5,38.02,35.66
3,44.31,36.34,Low,0,2,71.75,73.65
3,34.74,29.85,High,15,2,113.06,111.69
2,26.21,32.18,Medium,22,1,60.76,61.16
3,40.46,52.33,Medium,19,3,57.57,59.75
1,12.01,34.8,Low,8,0,23.08,21.37
3,41.23,49.5,High,14,4,77.55,78.34
2,21.23,34.25,Medium,19,5,45.15,45.44
3,34.12,53.26,Low,12,6,40.99,39.44
3,41.36,40.75,Low,15,1,58.86,60.51
1,15.37,41.79,Medium,7,6,30.57,27.81
3,41.57,32.43,Medium,1,3,100.34,98.07
2,22.35,35.28,Low,4,5,39.64,38.0
3,30.48,46.99,Medium,14,4,51.34,49.23
3,40.71,25.22,Medium,9,3,124.41,121.97
2,20.62,43.33,High,7,6,49.66,47.15
1,17.33,30.8,Medium,6,4,42.81,42.92
3,33.63,46.7,Medium,5,6,51.79,53.04
3,40.05,39.05,Medium,20,5,76.23,76.59
1,16.75,53.76,High,1,2,33.95,31.3
3,39.25,38.46,Low,13,1,57.93,60.13
3,31.6,25.78,Low,11,5,74.1,74.5
3,31.74,35.14,High,19,2,85.64,86.58
2,26.02,33.98,Low,20,1,44.72,46.42
2,29.96,25.78,Medium,7,6,87.68,88.82
3,40.48,37.5,Low,11,2,61.3,63.85
2,29.16,33.1,Medium,16,3,64.62,67.14
1,17.96,33.73,Low,13,5,35.35,33.19
3,44.6,36.1,Medium,17,1,92.38,94.02
3,42.83,52.99,Medium,16,3,63.08,62.19
2,28.89,25.55,Low,9,6,68.38,68.12
3,44.58,54.44,High,9,1,74.61,76.75
1,15.02,37.6,Medium,17,1,26.49,29.07
1,12.75,37.72,Medium,9,2,25.1,24.02
2,23.4,39.58,Low,7,1,36.17,37.24
2,25.73,42.7,Medium,3,5,47.39,45.33
1,16.15,45.7,Medium,8,1,29.55,28.26
3,35.55,41.21,Low,23,2,51.26,53.22
1,12.4,27.41,Low,4,0,29.03,29.02
3,31.82,32.42,Low,4,3,57.28,59.0
2,23.86,28.42,Low,16,6,51.34,50.07
1,12.41,33.89,Low,16,2,22.03,23.86
3,33.29,42.43,Medium,20,4,61.1,58.34
3,44.52,40.54,Low,1,6,63.96,64.64
2,22.32,51.9,High,20,4,42.72,40.61
1,14.62,34.64,High,8,2,38.75,41.07
3,39.69,30.97,Low,14,4,79.58,78.47
2,29.01,38.43,Medium,8,1,56.26,54.94
2,29.58,46.99,High,9,3,63.29,61.0
2,26.14,27.66,Low,22,0,55.52,56.01
3,41.69,31.81,High,2,6,127.01,125.68
3,32.25,26.26,Low,23,1,72.69,75.65
1,14.99,27.59,Low,13,5,30.69,32.3
2,20.51,44.74,High,11,1,46.74,43.75
2,24.98,44.91,Low,0,5,35.8,34.31
2,25.09,37.53,Medium,10,3,50.91,50.37
2,20.13,54.56,Low,20,4,20.78,22.75
1,12.75,27.42,Low,0,0,29.1,29.79
2,24.66,36.23,Medium,10,1,49.59,49.81
3,40.36,25.08,Low,18,0,98.41,96.04
2,25.25,34.67,Medium,0,0,55.59,56.28
2,22.03,41.44,High,20,4,51.18,50.64
1,12.15,36.8,Low,12,6,17.65,19.57
2,22.45,46.11,Medium,8,0,38.36,37.7
2,25.31,27.83,High,17,5,87.19,88.84
1,15.39,37.65,Medium,9,2,26.28,29.28
3,31.89,40.15,High,16,5,74.4,75.63
1,13.14,35.03,Medium,23,0,31.91,29.41
2,21.08,29.98,Medium,16,3,54.75,52.2
1,12.54,48.72,High,5,0,25.35,24.32
1,16.37,25.08,High,10,0,60.77,63.01
1,16.95,25.04,Low,20,2,40.0,41.21
3,38.78,32.01,Medium,21,4,93.32,92.7
3,32.38,53.98,Low,5,5,36.52,37.54
2,23.39,36.88,Medium,14,5,50.85,47.94
2,22.63,50.1,High,19,6,41.27,41.74
1,13.64,28.79,Low,8,2,26.01,28.03
2,25.59,34.61,High,18,6,74.07,72.98
2,26.99,33.72,Low,18,3,47.16,49.94
1,13.29,30.79,Low,3,0,26.44,26.07
1,13.57,33.68,Low,2,3,23.12,23.5
2,23.04,43.04,Low,14,4,30.89,30.86
2,27.19,39.35,High,10,1,68.53,65.56
3,40.18,27.14,Low,2,4,89.4,87.29
2,27.41,28.64,High,8,1,92.79,93.42
2,21.57,44.07,High,17,4,45.19,47.33
2,21.76,25.86,Low,1,2,54.38,52.03
2,25.88,45.47,Medium,17,5,41.34,42.78
3,39.64,47.21,Low,15,4,50.1,49.74
2,24.8,29.28,Low,23,5,50.78,49.33
3,30.42,52.52,Low,14,5,36.17,34.86
2,25.28,41.24,Low,1,6,33.85,35.61
1,15.67,30.06,Medium,20,6,38.84,37.35
2,28.45,54.48,High,10,5,49.89,49.3
1,12.43,41.84,Low,20,5,19.65,18.94
1,16.21,43.75,Low,5,2,22.75,21.79
2,26.58,28.26,Low,3,2,56.95,54.91
2,23.14,52.12,High,19,6,46.07,43.74
1,16.81,27.78,High,3,0,56.43,57.27
1,12.18,45.59,High,22,2,23.39,25.52
1,12.5,54.96,Low,3,2,16.53,15.25
1,15.22,49.71,Low,8,6,19.09,16.73
2,26.67,34.0,Low,20,0,44.62,47.16
3,35.29,43.61,Medium,16,3,59.53,58.97
2,26.01,39.57,Medium,18,4,49.46,51.18
3,32.24,54.74,High,17,4,56.38,56.04
3,42.0,25.98,Low,6,1,96.19,97.85
2,20.79,40.04,High,13,0,51.82,51.48
1,13.88,39.46,Low,4,2,21.71,21.64
1,17.42,54.63,Low,23,1,20.66,18.94
1,13.19,30.38,Low,11,3,26.76,24.95
2,23.01,36.84,Medium,6,1,43.16,45.05
2,20.18,30.03,Low,3,6,38.98,40.48
3,33.31,42.3,Medium,19,0,56.11,57.63
3,44.42,53.61,Medium,5,1,64.23,62.87
2,24.35,51.95,Low,8,4,31.82,28.99
3,33.8,33.41,Medium,19,5,76.79,76.0
1,17.8,37.56,High,17,6,45.25,44.99
3,33.62,49.76,Low,0,1,39.92,39.51
3,31.45,51.95,Low,22,0,38.86,36.64
3,35.9,29.25,Medium,7,1,91.14,92.42
2,25.46,40.5,Medium,10,1,44.82,47.69
3,42.06,41.81,Low,14,4,56.89,58.43
2,29.2,32.09,Low,9,2,53.18,54.65
1,15.23,38.74,High,2,1,38.43,36.23
3,30.9,33.24,Low,11,1,52.95,55.49
3,40.06,33.21,Low,16,1,72.35,71.84
3,41.1,47.35,Medium,18,6,65.13,66.14
1,14.96,44.15,Low,16,1,19.93,18.86
3,33.72,37.22,Low,7,6,58.77,56.31
2,26.86,48.56,High,14,2,54.65,54.18
1,15.92,49.6,Medium,18,3,25.29,23.45
1,15.51,43.2,Low,20,2,24.91,23.18
2,27.22,49.15,High,6,5,54.28,54.85
1,16.81,42.59,Medium,18,0,29.63,29.1
1,15.26,37.58,High,21,3,41.14,38.22
2,20.16,51.61,Medium,11,1,28.0,29.33
1,12.02,34.15,High,17,5,35.44,33.22
2,29.69,45.17,Medium,14,2,47.51,48.42
2,20.58,30.4,High,16,3,66.46,63.97
2,20.26,36.66,Low,0,5,34.54,32.18
2,22.12,27.27,Low,13,3,53.37,50.63
2,28.23,50.91,Medium,9,2,40.99,42.21
1,12.37,33.83,Low,6,6,23.18,22.41
1,14.7,30.32,Medium,21,3,36.35,36.95
3,35.78,38.93,High,5,4,90.85,90.23
3,38.48,52.85,High,19,4,72.07,71.58
3,37.36,36.49,High,0,1,99.33,98.99
3,36.67,49.51,Low,12,3,42.92,42.87
3,33.82,54.04,Medium,2,1,46.84,45.3
2,26.87,50.89,Medium,1,1,39.29,40.29
3,40.92,27.57,High,6,3,146.42,143.89
1,13.01,38.91,High,7,6,32.49,32.14
3,43.49,31.91,Low,3,4,78.75,81.49
1,14.65,30.43,High,19,4,48.53,45.62
3,34.53,48.0,High,15,4,67.5,68.02
1,12.43,39.78,Medium,9,0,21.75,21.53
2,28.52,27.85,Low,23,6,63.09,63.22
3,31.13,32.29,Low,14,2,58.08,56.08
3,43.38,50.78,Medium,4,6,65.94,65.44
3,34.74,46.59,Medium,16,3,54.67,55.05
2,26.57,44.82,Medium,3,5,42.09,43.3
3,38.66,50.72,Low,2,3,45.18,45.29
1,17.86,44.41,High,23,1,36.9,37.19
3,41.83,29.71,Medium,15,3,105.44,105.42
3,39.11,28.77,Medium,16,3,101.94,100.92
1,14.23,43.78,Low,6,4,19.08,20.06
3,38.75,43.05,Medium,3,6,71.22,68.81
1,13.53,28.6,Low,23,3,26.9,28.62
3,33.58,25.87,Low,0,6,76.69,76.67
3,44.21,53.1,Medium,21,3,62.05,64.09
1,15.78,29.18,Medium,7,4,40.77,38.86
3,37.1,50.58,Medium,21,3,53.79,55.16
3,36.45,35.69,Low,12,6,57.4,59.83
3,30.51,27.78,High,7,1,103.52,106.26
3,34.16,52.86,High,13,1,60.31,61.19
3,32.24,28.82,Medium,19,1,84.76,83.14
1,16.03,38.16,High,14,3,41.24,42.03
2,27.73,44.41,Low,12,0,38.41,36.53
2,23.58,51.34,Medium,12,4,36.09,34.79
2,29.52,41.02,Low,13,1,44.17,42.06
3,42.84,53.84,High,5,6,77.75,77.5
3,32.94,46.86,Medium,10,0,51.27,53.4
2,28.53,54.13,Low,4,0,32.35,31.52
3,38.87,30.59,Medium,22,2,96.85,97.08
1,12.89,48.88,Low,20,6,17.13,17.33
3,41.12,44.58,Low,5,0,55.18,55.81
3,41.99,50.46,High,17,2,80.15,80.54
2,29.05,30.75,Low,7,0,57.77,55.33
2,23.81,49.57,Low,10,3,30.99,30.32
2,21.99,40.11,Low,21,6,32.83,32.83
2,29.91,32.0,Low,23,2,53.99,56.91
1,13.83,31.47,Medium,12,1,35.72,34.67
2,21.99,27.11,Medium,19,2,60.2,59.5
2,23.9,33.41,Low,17,6,42.46,43.63
1,15.54,33.34,Low,3,1,29.76,28.37
1,15.06,37.98,Medium,15,6,33.38,31.48
2,23.82,40.77,High,1,3,57.24,57.02
3,44.81,36.65,Medium,21,2,94.15,91.54
1,14.27,50.84,Low,1,3,18.31,18.33
1,12.1,48.82,Medium,21,4,17.48,17.76
3,32.19,32.46,Low,13,5,56.61,58.01
2,25.44,45.15,Low,6,0,32.2,34.7
3,30.61,40.96,High,18,5,73.51,72.44
2,29.89,37.25,High,7,4,78.42,77.29
2,25.11,48.98,Medium,6,1,36.05,37.07
2,24.92,47.54,Low,15,4,27.12,29.6
1,17.11,26.27,High,9,6,62.19,60.74
2,24.95,46.42,High,7,2,52.26,51.52
1,15.46,52.19,High,14,2,26.92,27.11
2,21.95,50.13,Low,6,3,25.13,27.19
2,27.68,46.57,High,15,0,58.15,56.18
2,26.68,46.04,Medium,5,5,46.19,44.65
1,14.41,53.66,Medium,3,3,17.26,20.19
1,12.62,33.32,Medium,22,0,30.56,29.78
3,43.13,28.87,Low,17,2,88.62,90.99
1,17.39,35.58,High,14,2,47.76,45.68
1,16.81,47.61,High,14,6,30.64,32.05
1,15.37,54.73,Medium,21,5,21.55,22.23
3,41.03,39.05,Low,22,4,61.45,63.54
3,30.61,36.21,Medium,15,1,62.81,62.86
3,38.77,52.51,Low,21,5,44.56,44.65
3,36.92,47.65,High,17,0,74.41,75.35
2,24.39,50.21,High,3,1,48.25,45.83
3,31.72,37.02,Low,5,2,50.96,52.05
2,25.32,25.95,Low,13,1,59.01,58.88
3,38.19,39.31,High,7,3,94.49,93.98
3,42.32,33.36,Low,9,2,72.44,74.93
3,32.65,25.96,Low,9,4,73.8,75.48
1,15.47,39.62,Low,14,4,21.17,22.2
3,35.85,50.12,Low,13,6,42.02,40.97
3,33.23,35.22,Low,2,1,60.17,58.54
1,12.17,49.83,Low,5,2,13.16,15.35
2,29.75,40.97,Medium,23,5,52.66,52.72
1,15.25,40.7,Low,14,1,19.84,21.61
3,37.89,49.63,Medium,7,2,59.35,59.07
2,29.33,39.66,Medium,4,2,55.46,56.59
3,33.69,35.83,High,19,4,88.57,89.58
1,14.31,27.95,Medium,1,6,36.39,36.95
3,30.55,50.5,Medium,7,5,47.23,47.33
2,22.83,49.21,Medium,21,1,35.22,34.33
3,36.49,42.77,High,10,3,83.63,83.63
1,15.99,25.27,Medium,0,2,46.62,47.74
2,23.47,52.54,Low,11,0,25.23,27.56
2,26.71,27.65,High,1,2,92.73,94.23
3,43.46,32.15,Low,1,0,81.32,79.86
2,29.77,51.15,High,23,2,51.66,54.62
2,24.4,35.02,Medium,20,4,54.04,51.51
3,31.52,54.62,Medium,17,2,41.74,43.54
1,14.22,25.53,Low,0,5,36.7,33.78
3,43.86,37.38,High,17,0,110.96,112.31
1,14.29,28.52,High,2,5,48.19,49.17
2,22.24,46.34,High,6,4,44.04,44.47
3,44.43,34.06,Low,8,3,82.05,79.82
1,12.73,44.1,Low,2,3,17.17,16.93
1,17.95,33.31,High,20,5,53.04,51.45
2,21.7,31.28,Low,4,6,42.08,41.63
2,25.45,31.1,Low,2,6,46.54,49.19
3,44.99,52.61,Low,20,1,55.53,52.6
1,14.1,49.33,Medium,16,6,20.65,19.6
3,35.64,51.37,Medium,19,0,48.26,51.18
1,16.5,26.43,Low,4,0,38.3,37.01
2,20.62,34.47,Low,21,3,35.74,33.91
3,36.88,26.9,High,18,6,133.16,133.47
1,16.56,49.07,High,10,6,30.57,31.44
2,22.26,41.49,Low,2,2,32.42,32.1
3,38.55,42.29,Low,3,3,55.51,54.49
3,34.37,41.74,Medium,13,5,61.68,62.25
3,35.1,47.42,Medium,10,1,55.95,54.7
2,25.17,30.2,Low,0,0,51.87,50.79
2,29.39,39.85,Medium,21,5,54.15,54.83
2,27.59,41.45,High,5,5,64.2,62.13
1,12.99,34.33,High,23,4,37.25,34.89
3,37.43,41.34,High,16,2,87.52,85.94
3,40.65,33.04,Medium,21,1,92.05,90.95
1,14.54,38.18,High,18,4,36.35,38.02
2,25.35,30.82,Medium,7,1,61.69,60.93
1,12.53,48.3,Medium,8,4,19.46,20.84
2,27.28,40.28,High,17,2,63.15,64.37
1,16.86,31.47,Low,13,5,33.25,33.06
1,13.18,28.8,Low,5,0,24.38,26.21
3,33.87,52.22,High,14,5,61.82,61.52
